start: 2010-02-18 ,end: 2010-03-18
DISH,0.104135019957,0.120498832759,0.86419940818,10
FISV,0.0599479366814,0.0694817245004,0.862787115784,10
AIZ,0.0242018187272,0.0281328608908,0.860268666636,6
GD,0.0289106157679,0.0338408059632,0.854312270203,10
CL,0.0261919329454,0.0306684267283,0.854035754014,10
PSA,0.0540926503509,0.0643043545329,0.841197314612,10
PTEN,0.152332659489,0.181123412941,0.841043446651,10
K,0.0290225158068,0.0346592456924,0.837367208286,10
ALL,0.028929816176,0.034559865969,0.83709283485,10
CVH,0.0531614734379,0.0635349327453,0.836728255478,10
LSI,0.143003954828,0.172083790665,0.831013509614,10
TSO,0.092614122897,0.111925204826,0.827464403936,10
BIIB,0.0898790192747,0.109027268873,0.824371922767,10
GPC,0.0270109817267,0.0328894403712,0.821266078772,10
BJS,0.105432047772,0.128854218897,0.81822736325,10
CME,0.0907501834877,0.111162582641,0.816373471468,7
VRSN,0.0871643288854,0.106915364015,0.815264762821,10
LAMR,0.0375226534294,0.0460700572382,0.814469433701,10
AN,0.0871289520713,0.107028352861,0.814073558472,10
ADP,0.0688233907559,0.0845579101781,0.813920195177,10
JDSU,0.111651922274,0.137339244159,0.812964444053,10
HST,0.0595157490007,0.0735258152259,0.809453779163,10
NTAP,0.0991773333937,0.124011105166,0.79974558134,10
DELL,0.105310611702,0.132388646686,0.795465580603,10
AMZN,0.0871709286109,0.109857263084,0.793492630018,10
GS,0.101975685615,0.128549476105,0.793279667132,10
NYT,0.0436711243807,0.0550612489355,0.793137192217,10
DOV,0.0465032294881,0.0590945246667,0.7869295802,10
TWC,0.19721576968,0.250649241767,0.786819733785,3
XTO,0.129427314977,0.166330865564,0.778131674708,10
GE,0.043524306655,0.0564155845617,0.771494383922,10
VAR,0.0355294208166,0.0462246628729,0.768624768867,10
CEPH,0.0573469670346,0.0746316483178,0.768400113454,10
ETN,0.0607777885212,0.0791044202539,0.768323544071,10
AMT,0.152624277431,0.198818994443,0.767654407761,10
CNP,0.103669292503,0.135564822732,0.764721189565,10
PH,0.0331498115204,0.0433918854592,0.763963380931,10
GRMN,0.0751648248296,0.098588485414,0.762409773454,9
ZMH,0.0320311419592,0.0420415777699,0.761892004493,8
TSS,0.0696375626852,0.0914701735563,0.761314426089,10
WHR,0.0496856493803,0.0652815440232,0.761097950787,10
QLGC,0.136036482125,0.179090336166,0.759597000251,10
WMT,0.0400566644498,0.0528256017185,0.758281271707,10
COST,0.0594813783679,0.0790388812139,0.752558455464,10
CVS,0.0634085821555,0.0842904211544,0.752263202474,10
HOG,0.059251515108,0.0788256410389,0.751678189064,10
USB,0.0973398283352,0.129568490323,0.751261576734,10
GR,0.0632451542816,0.0846164805674,0.747433051547,10
NWL,0.041453756684,0.0554905497093,0.74704173776,10
JWN,0.0730332926466,0.0980370848969,0.744955775903,10
WM,0.0372851152741,0.0503267933532,0.74086014208,10
YHOO,0.0841680493843,0.113717904947,0.740147731559,10
SYY,0.0177591151127,0.0241204967326,0.736266558257,10
SCHW,0.10224822413,0.138941644067,0.735907688562,10
PTV,0.0316500249536,0.0430555609208,0.735097262158,10
LM,0.0613797603339,0.0840468456727,0.730304151722,10
NU,0.0246259954512,0.0338066734259,0.728435925682,10
NYX,0.125386022638,0.173184886639,0.724000951071,5
DIS,0.0365583099358,0.0505455799956,0.723274120881,10
NI,0.03414074422,0.0475804221793,0.717537647972,10
NWSA,0.0431709943788,0.0604694630488,0.713930506444,10
HON,0.0362163920496,0.0508000379777,0.712920570364,10
SYMC,0.0799888528654,0.112373325519,0.711813524216,10
DOW,0.0443931725063,0.0624063480674,0.711356678944,10
TWX,0.0732868496892,0.103223332562,0.70998337169,10
MDP,0.0414587798137,0.0584134912136,0.709746651885,10
LEG,0.0462533116772,0.0652432258624,0.708936614735,10
IBM,0.0310944729293,0.0440438829444,0.705988456297,10
ROK,0.0365205338705,0.0518441606493,0.704429069988,10
PKI,0.0347742515788,0.0497217038302,0.699377714359,10
WMB,0.0985269589742,0.141076008872,0.698396274192,10
MEE,0.0857154866192,0.122869649201,0.697613179306,10
BDX,0.0332610307875,0.0483699322179,0.687638565167,10
EL,0.0369871601306,0.0538283582545,0.68713149221,10
NEM,0.0548057508684,0.0802698982766,0.682768410638,10
MCHP,0.104699165486,0.154421715196,0.678008046687,10
WFMI,0.132534631479,0.195697129314,0.677243615905,10
WAT,0.0383629240514,0.056776269556,0.675685886928,10
CSC,0.0259647311065,0.0384397608731,0.675465469003,10
XRX,0.0509990881197,0.0759823935303,0.671196125184,10
NOC,0.0425632831865,0.0634443665687,0.670875689813,10
EMR,0.0280205970148,0.0418041397362,0.670282828248,10
WDC,0.147844942594,0.221997092423,0.665976932313,10
CCE,0.022434561871,0.0338140747022,0.663468158409,10
SVU,0.0174748593284,0.0264927208114,0.65960983973,10
FRX,0.0772079238237,0.117914969899,0.654776267084,10
CBE,0.0411762178522,0.0635575447099,0.647857277057,10
NSC,0.0528985051784,0.0817840709691,0.646806946042,10
COL,0.0373891972508,0.0579244872436,0.645481713003,8
S,0.0985059616689,0.152639765048,0.64534927473,10
ACS,0.037386961626,0.0589567936306,0.63414170486,10
SCG,0.0153943607937,0.0242957804979,0.633622813434,10
CBG,0.0346311354674,0.054913401581,0.630649977425,5
D,0.0220987554302,0.0352946806911,0.626121415395,10
LNCR,0.0272467505052,0.0435896023096,0.625074537539,10
CI,0.0275503345088,0.0442532954582,0.622560065268,10
CHKP,0.0963056564681,0.15479837618,0.622136089826,10
BA,0.0387035900041,0.0625924332842,0.618342952548,10
CMA,0.0906999995448,0.146756505674,0.618030520204,10
PEP,0.0106810671243,0.0173385522917,0.616029928252,10
CCL,0.0511117340838,0.0831431868326,0.614743504921,10
ADM,0.0256850058213,0.0420459338397,0.610879661259,10
ODP,0.0402705654566,0.0660718481962,0.609496579194,10
HBAN,0.093131248939,0.153092300504,0.608333983043,10
BAC,0.115980716144,0.192983968163,0.600986274911,10
CAG,0.0138979149955,0.0232769590721,0.597067467123,10
AXP,0.0448318804752,0.0756759283146,0.592419299949,10
MDT,0.0212153371963,0.0362153755469,0.585810222205,10
ORCL,0.0701987967566,0.122402268022,0.57350895446,10
MI,0.0879889715879,0.155086512006,0.56735412029,10
MU,0.172206753329,0.314341089483,0.547834053804,10
EBAY,0.100849922825,0.184339491076,0.547087996375,10
HPQ,0.0389130009806,0.0726351705233,0.535732217606,10
PETM,0.040784668153,0.0762294578227,0.535025032552,10
FITB,0.086952804293,0.164057939352,0.530012778636,10
BRCM,0.0761685424127,0.144441362865,0.527331928347,10
F,0.0754529554725,0.147796268805,0.510520029243,10
AIG,0.128992333428,0.258167107638,0.499646661451,10
TMO,0.0852922305369,0.171615337081,0.496996550468,10
GOOG,0.0135157603596,0.0279247834977,0.484005913982,5
SIRI,0.196148101029,0.432104720674,0.453936491882,10
AGN,0.0233686774594,0.0517956695237,0.451170487307,10
CA,0.0157282026067,0.0365954410823,0.429785846037,10
AES,0.135504006883,0.341936644329,0.396283958244,10
CBS,0.00175785608986,0.00803952295308,0.218651790674,4
EMC,0.0070594087088,0.0654825340717,0.107805979241,10
TEVA,0.00663568848936,0.13117102938,0.0505880644583,10
DPS,-0.00988875154512,0.0,-inf,1
APCC,0.0,0.0,nan,2
LUK,0.0685813944813,0.0308473884532,2.22324799344,10
MRO,0.0710958035636,0.0328357518762,2.16519493239,10
OXY,0.0750835593189,0.0377686885597,1.98798428493,10
ERTS,0.103118734206,0.0568632386366,1.81345165486,10
ASH,0.0573205201411,0.0317687410302,1.80430568799,10
MUR,0.0791973050106,0.0467294733504,1.69480414249,10
ECL,0.0469383535204,0.0289262663176,1.62268966914,10
APD,0.0598311704502,0.0371852698673,1.60900191564,10
IACI,0.0803928419528,0.05043863404,1.59387428869,10
SEE,0.0591271240546,0.0389904391601,1.51645186174,10
APC,0.0865878909938,0.0598975920314,1.44559886395,10
VFC,0.047854380092,0.0332127115316,1.44084532353,10
ATI,0.0734611583433,0.0526448321305,1.3954106295,10
BTU,0.111340314415,0.0816468683328,1.36368138409,8
BMS,0.0503459302428,0.0371360190873,1.35571694221,10
Q,0.135722950491,0.100714975064,1.34759453999,10
APA,0.0817530343266,0.060920184356,1.34196958185,10
NUE,0.0731066249392,0.0551962245946,1.32448596759,10
CHK,0.119733864516,0.0906225050946,1.32123763729,10
SRE,0.0393086139954,0.0298700178378,1.31598896957,10
RL,0.0739154259935,0.0567191836971,1.30318211891,10
RHI,0.0659101562466,0.051809223479,1.2721703168,10
RHT,0.0751465022225,0.0598729424219,1.2550995355,10
PGR,0.0712525075059,0.0579094836323,1.23041172251,10
ZION,0.0504056763838,0.0414135904917,1.21712886483,10
WFR,0.169732562953,0.140872514902,1.20486642175,10
SNDK,0.120209667824,0.100159142864,1.2001866668,10
L,0.0445809358026,0.0377454907837,1.18109302269,10
EXPD,0.0632218117325,0.0536578939829,1.17823878352,10
AFL,0.0747536311376,0.0634693383458,1.1777912467,10
KSS,0.119783341037,0.10215584625,1.17255492891,10
RAI,0.0397299538299,0.0341315447275,1.16402448665,10
PNW,0.0288025336462,0.024788767786,1.1619187325,10
PRU,0.0419185231011,0.0362614592633,1.1560076167,8
ABT,0.0261786463683,0.0227955832485,1.14840871071,10
XOM,0.0446082036591,0.0388700839662,1.14762303312,10
IVZ,0.064277669863,0.0576293180593,1.11536405475,10
CSX,0.0641216417391,0.0575482767669,1.11422348924,10
PAYX,0.0562104437052,0.0512558133858,1.09666474868,10
HNZ,0.0257125589195,0.0237445057818,1.08288456941,10
IFF,0.0369326249928,0.0344654109677,1.07158521996,10
CEG,0.0384527940964,0.0359249037318,1.07036596072,10
RX,0.0443181702045,0.0418235850999,1.05964541535,10
EIX,0.0766789529617,0.0726002473679,1.0561803264,10
UNP,0.0343441837169,0.0326979603372,1.05034636298,10
STR,0.0739254781663,0.0704601651516,1.04918116509,10
CELG,0.123177136949,0.119704671185,1.02900860702,10
ABC,0.0350009907629,0.034840282176,1.00461272346,10
MIL,0.0709875228567,0.071348508365,0.994940531812,10
DGX,0.0452885621922,0.0458814622421,0.987077568567,10
HRB,0.0635551730009,0.065344409768,0.97261836516,10
HAR,0.047749396051,0.0495594005543,0.963478079172,10
PNC,0.0667017139844,0.0697200143565,0.956708265196,10
BHI,0.063764264784,0.0669069227343,0.953029405301,10
LH,0.0418808537173,0.0441804009015,0.947950966102,10
STT,0.0670264403534,0.0713302410006,0.939663730461,10
WPO,0.017839349181,0.0191985119696,0.929204784688,10
FLEX,0.081412167023,0.0879563921722,0.925596935168,10
RSG,0.0432600394602,0.0474369237041,0.911948669564,10
ED,0.0284766356599,0.0314815973623,0.904548626685,10
URBN,0.110379769833,0.122040745878,0.904450141131,10
WYN,0.0425458663346,0.0472640511093,0.900173923649,3
ORLY,0.102001609063,0.115219988292,0.885277030272,10
DISCA,0.105568273157,0.119784215788,0.881320401545,4
WFC,0.076099769445,0.0866149309748,0.878598742601,10
WPI,0.0363524759088,0.041927946482,0.867022569883,10
BMY,0.02740152569,0.0318957511498,0.859096422008,10
AYE,0.0438068019765,0.0510686205378,0.857802727293,10
GENZ,0.0530087322797,0.0623652891573,0.849971722989,10
AON,0.0439368222292,0.0517704596105,0.848685187648,10
MRK,0.0150374449945,0.0186877699988,0.804667704894,10
ADSK,0.116814532133,0.147869826567,0.789982208302,10
BMC,0.0701749911624,0.0894163509216,0.784811619341,10
JBL,0.0916909845025,0.120414214066,0.761463131355,10
LUV,0.0559473929995,0.0739510130767,0.756546674235,10
IPG,0.0642414439327,0.0890731359875,0.721221311234,10
GCI,0.0218228596039,0.0308760834319,0.70678846467,10
ROST,0.13312357359,0.191224128695,0.696165146618,10
UTX,0.0261520096606,0.0377840779808,0.6921436504,10
SEPR,0.147686157671,0.220814285216,0.668825196371,10
PCP,0.0764072773219,0.117917254617,0.647973679256,10
STJ,0.0239572260815,0.0373020699282,0.642249240527,10
EP,0.108497138075,0.173491569151,0.62537412398,10
HRL,0.0169187149077,0.0271256821688,0.623715739291,10
EK,0.0312661426774,0.0529503963093,0.590479861468,10
RF,0.108148836223,0.184363692219,0.586605935914,10
SHW,0.0358691614045,0.0614428375407,0.583781004266,10
A,0.129409403283,0.22596115772,0.572706409318,10
NVDA,0.197349654977,0.37056112063,0.532569781311,10
HRS,0.045678354211,0.0875229903899,0.5219012057,10
STI,0.130202320923,0.259682449501,0.501390529754,10
STZ,0.0250277252351,0.0499611311337,0.500943927153,10
RTN,0.0167578553385,0.0359943723903,0.465568760493,10
HIG,0.0315265219832,0.0841286639168,0.374741740988,10
EXPE,-0.00507886161581,0.0183889427977,-0.276191060665,4
CFN,nan,0.0,nan,0
LBTYA,0.0581587176021,0.0225736264241,2.57640117319,5
VMC,0.0612980063081,0.0341930458976,1.79270388756,10
DF,0.032399326529,0.0189964645487,1.70554507372,8
SWN,0.062393311793,0.0413514923634,1.50885272156,10
WYNN,0.0671111063028,0.0466909532046,1.43734710253,7
MRVL,0.102845308212,0.0818025541229,1.25723835049,9
SWY,0.0366678519439,0.0317556543706,1.15468733587,10
CTAS,0.0483521500406,0.0430655789846,1.1227562982,10
CLF,0.112541635895,0.100363395061,1.12134145948,10
SWK,0.0460623530428,0.0414007068928,1.11259822597,10
UNM,0.0437007112979,0.0394467604602,1.10784030902,10
DD,0.0407460816113,0.036911945168,1.10387251135,10
KR,0.0318133225272,0.0291522404822,1.09128224798,10
DUK,0.0458591031881,0.0425789841185,1.07703610449,10
BBY,0.110380347658,0.105451839212,1.04673705535,10
CLX,0.0348670911993,0.0335490413673,1.03928725765,10
UNH,0.0345861641761,0.0341396628891,1.01307866713,10
DO,0.108669413104,0.108794426018,0.998850925384,10
DTE,0.0331987977595,0.0358258157622,0.926672486114,10
ITW,0.0432831589524,0.0477430309065,0.90658590648,10
NOVL,0.0681078085078,0.0804582318439,0.846498946683,10
OMC,0.0332853702804,0.0394423347601,0.843899593744,10
MOLX,0.0742523817376,0.0890873083645,0.833478787279,10
DE,0.0418483681315,0.0528014991528,0.792560226563,10
LNC,0.0250241355418,0.0321969358368,0.777221027138,10
BBT,0.0698290450708,0.0923675004865,0.755991498125,10
XL,0.0872468254344,0.116899612745,0.746339730181,10
DV,0.0937553277232,0.126295308885,0.742350040952,10
ETFC,0.10434729957,0.142402858321,0.732761271788,10
KG,0.0534464204917,0.0737657430246,0.724542562716,10
RSH,0.0595919214405,0.0865542252042,0.688492344538,10
KEY,0.0872575247251,0.12756537382,0.684022020333,10
KO,0.0111600078194,0.0313745368503,0.355702711171,10
SAI,0.00534814116846,0.0209852835343,0.254851985188,3
ITT,-0.010358309622,0.160190717829,-0.0646623584837,10
